,Name,Creator,Repeats,Grade,Type,Stars1,Stars2
294,BENJI ZAX &AMP; THE ALIEN PRI,Brett Duffield,16 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
295,MARILYN WHIRLWIND,Brett Duffield,4repeats,6B+,Feet follow hands,KKKKK,eee
296,TNT,Randall Baum,6 repeats,7A,Feet follow hands,KkKkhkk,
297,AN CAP V2.1,andybfreeman,4repeats,6B+ (User grade 6B+),Feet follow hands,,
298,WARM UP,Adam Sch,74 repeats,6B+ (User grade 6B+),Feet follow hands,,
299,THE CONN ARTIST,Andrew Smythe,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
300,RIGHT HAND FOR LEFT HAND,Lucas Uchida,1 climber has repeated this problem,7A,Feet follow hands,eee,
301,EGG SQUATER,Lucas Uchida,40 repeats,7B (User grade 7B),Feet follow hands,,
302,POWER SPOT REQUIRED,Lucas Uchida,Be the first to repeat this problem,7A,Feet follow hands,,
303,FROGET ABOUT IT,Lucas Uchida,1 climber has repeated this problem,6C,Feet follow hands,,
304,I FORGOT MY SOCK,Lucas Uchida,1 climber has repeated this problem,6C+,Feet follow hands,,
305,ACG23,bkkim,1836 repeats,7A+ (User grade 7A+),Feet follow hands,,
306,ACG24,bkkim,2536 repeats,7A (User grade 7A),Feet follow hands,,
307,BADLOSS,Andrew Smythe,9 repeats,6C (User grade 6C),Feet follow hands,,
308,BUCKETMOUTH,Bryant Noble,30 repeats,7A (User grade 7A),Feet follow hands,,
309,"SPRAY IT AGAIN, SAM.",Andrew Smythe,4repeats,6B+ (User grade 6B+),Feet follow hands,eee,
310,ROCK THE POCKET,Michael Schiebler,9 repeats,7B (User grade 7B),Feet follow hands,,
311,KUMA01,takaaki hidaka,Be the first to repeat this problem,6C+,Feet follow hands,,
312,FT4,Francesco Tocchet,14 repeats,6B+ (User grade 6B+),Feet follow hands,,
313,ATMOSPHERE,Kyle Knapp,88 repeats,6B+ (User grade 6B+),Feet follow hands,,
314,ROCK THE PINCH,Michael Schiebler,4repeats,7A,Feet follow hands,eee,
315,DARK MATTER,Kyle Knapp,140 repeats,6B+ (User grade 6B+),Feet follow hands,,
316,I LOVE JEMMY WIBB,Martin Heald,3 repeats,7A,Feet follow hands,KkKkhkk,eee
317,SUNFISH,Bryant Noble,49 repeats,6C+ (User grade 6C+),Feet follow hands,,
318,BLACK HOLE,Kyle Knapp,495 repeats,6B+ (User grade 6B+),Feet follow hands,,
319,KUMA02,takaaki hidaka,79 repeats,6B (User grade 6B+),Feet follow hands,,
320,SENSEI,Lorenzo Carasio,949 repeats,7C (User grade 7C),Feet follow hands,KkKkKkk,
321,BUNNY,Lorenzo Carasio,312 repeats,8A (User grade 8A),Feet follow hands,KkKkKkk,
322,THE GREY,Lorenzo Carasio,718 repeats,7B+ (User grade 7B+),Feet follow hands,,
323,AFONFEE,Lorenzo Carasio,12 repeats,7B (User grade 7B),Feet follow hands,,
324,AFONFE,Lorenzo Carasio,186 repeats,7C (User grade 7C),Feet follow hands,,
325,TIZIO,Lorenzo Carasio,60 repeats,7A (User grade 7A),Feet follow hands,,
326,GENE,Lorenzo Carasio,7 repeats,7A+ (User grade 7A+),Feet follow hands,,
327,STRING! LEADER,Giacomo lannella,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
328,4X4 VARIANT,Mumia,544 repeats,6B+ (User grade 6B+),Feet follow hands,,
329,CUSTODEAN,Andrew Smythe,14 repeats,6B+ (User grade 6B+),Feet follow hands,,
330,STRATOS,Kyle Knapp,90 repeats,6B+ (User grade 6B+),Feet follow hands,,
331,WARM UP NUMBER ONE,Boulderwelt,1203 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
332,WARM UP NUMBER TWO,Boulderwelt,26 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
333,HOCUS POCUS,Ben Moon,10011 repeats,6C+ (User grade 6C+),Feet follow hands,KkKkKkk,
334,AN CAP V3,andybfreeman,3 repeats,6B+ (User grade 6B+),Feet follow hands,,
335,EASY STREET,Anthony Ross,253 repeats,6B+ (User grade 6B+),Feet follow hands,,
336,DRAG IT,Anthony Ross,100 repeats,6C (User grade 6C),Feet follow hands,,
337,LOCK DOWN,Anthony Ross,28 repeats,6C (User grade 6C),Feet follow hands,,
338,THE META,Anthony Ross,9 repeats,7A (User grade 7A),Feet follow hands,,
339,BLINDSIDE,Anthony Ross,5 repeats,6C+ (User grade 6C+),Feet follow hands,,
340,BLACKFISH,Bryant Noble,2057 repeats,7A (User grade 7A),Feet follow hands,KkKkKkk,
341,WU ae,shinya okada,201 repeats,6B (User grade 6B),Feet follow hands,,
342,MARTIN'S PROBLEM 1,Matthew Hurst,2285 repeats,7A (User grade 7A),Feet follow hands,KKKKNY,eee
343,WINGNUT,Kyle Knapp,92 repeats,6B+ (User grade 6B+),Feet follow hands,,
344,MOLLY,Amer Al Shatri,9 repeats,6C,Feet follow hands,eee,
345,KUMA03,takaaki hidaka,11 repeats,6C,Feet follow hands,KkKkhkk,eee
346,TRAILERPARK,beck burn,8 repeats,6B+,Feet follow hands,eee,
347,TATIANA,Lorenzo Carasio,45 repeats,7A (User grade 7A),Feet follow hands,,
348,GLORFINDEL,Lorenzo Carasio,13 repeats,7B (User grade 7B),Feet follow hands,,
349,MITICUS,Lorenzo Carasio,19 repeats,6B+ (User grade 6B+),Feet follow hands,,
350,MORDIMI,Lorenzo Carasio,16 repeats,6C (User grade 6C),Feet follow hands,,
351,PICCOLE RIGHE,Lorenzo Carasio,1041 repeats,7C+ (User grade 7C+),Feet follow hands,,
352,BRIAN 3,RuJtrials,9 repeats,7A,Feet follow hands,KKKKNY,eee
353,NORTH DAKOTA,Anthony Ross,2397 repeats,7A+ (User grade 7A+),Feet follow hands,KKKKNY,
354,JOSH 1,alvaro rangel,104 repeats,6B (User grade 6B),Feet follow hands,,
355,JOSH 2,alvaro rangel,6 repeats,6B+ (User grade 6B),Feet follow hands,,
356,ACG25,bkkim,4repeats,TAt+,Feet follow hands,eee,
357,MONKEY FLAG,nakashi kazuhiro,22 repeats,6B+ (User grade 6B+),Feet follow hands,,
358,CROSS,nakashi kazuhiro,310 repeats,6B+ (User grade 6B+),Feet follow hands,,
359,JERBEAR,Jeremy Walton,510 repeats,7B (User grade 7B),Feet follow hands,KKKKNY,
360,CLEAR AS MUNT,Chad Jensen,12 repeats,6B+ (User grade 6B+),Feet follow hands,,
361,L6,darkside,3 repeats,6B+,Feet follow hands,,
362,STUBBY,Dan Stephenson,4repeats,6C+ (User grade 6C+),Feet follow hands,,
363,SNEAKY DOUBLE,Tomar chierici,10 repeats,6B+ (User grade 6B+),Feet follow hands,,
364,FLOAT LIKE A BUTTERFLY,Kyle Knapp,4082 repeats,6C (User grade 6C),Feet follow hands,KKKKNY,
365,STING LIKE A BEE,Kyle Knapp,40 repeats,6C (User grade 6C),Feet follow hands,,
366,AN CAP V4,andybfreeman,3 repeats,6B+ (User grade 6B+),Feet follow hands,,
367,JERBEAR 2,Jeremy Walton,3 repeats,7A,Feet follow hands,KkKkhkk,eee
368,JERBEAR 3,Jeremy Walton,1 climber has repeated this problem,TAt+,Feet follow hands,,
369,JERBEAR 4,Jeremy Walton,2 repeats,TAt+,Feet follow hands,KkKkhkk,eee
370,JERBEAR 5,Jeremy Walton,5 repeats,TAt+,Feet follow hands,KkKkhkk,eee
371,DV,lugarski as,4repeats,6C (User grade 6C),Feet follow hands,,
372,STRONK,lugarski as,7 repeats,6C (User grade 6C),Feet follow hands,,
373,ABRAKADABRA,Michael Schiebler,11 repeats,6C (User grade 6C),Feet follow hands,,
374,SANDMAN,Kyle Knapp,926 repeats,7A+ (User grade 7A+),Feet follow hands,,
375,IDIOPATHIC (7C+/8A),Joe Watters,5 repeats,7C+ (User grade 7C+),Feet follow hands,eee,
376,MYOCARDITIS (7B+/7C),Joe Watters,5 repeats,7c,Feet follow hands,KKKKNY,eee
377,MRSA 7B+/7C (FIXED),Joe Watters,4repeats,7C (User grade 7C),Feet follow hands,eee,
378,FINGER BANG,Bhetrick,41 repeats,7B (User grade 7B),Feet follow hands,,
379,APACHE THE PIG,Martin Heald,22 repeats,6B+ (User grade 6B+),Feet follow hands,,
380,CHEDDAR BOB CUTS LOOSE,Martin Heald,3531 repeats,7A+ (User grade 7A+),Feet follow hands,KKKKNY,eee
381,RUMBLE IN THE JUNGLE,Michael Schiebler,Be the first to repeat this problem,7B+,Feet follow hands,,
382,MELANOMA (7A+/7B),Joe Watters,12 repeats,7A+ (User grade 7A+),Feet follow hands,eee,
383,DO DO FOR ME,Yohei Ukai,2 repeats,6C,Feet follow hands,KKKKNY,eee
384,DEATH PROOF,Yohei Ukai,15 repeats,7A+ (User grade 7A+),Feet follow hands,,
385,RIG DE JOUR,Luke Bucciarelli,501 repeats,7A (User grade 7A),Feet follow hands,,
386,JOSH 4,alvaro rangel,5 repeats,6B+ (User grade 6B+),Feet follow hands,,
387,CALLA,Riccardo Caprasecca,10019 repeats,6B+ (User grade 6B+),Feet follow hands,,
388,BOOM BOOM,Riccardo Caprasecca,31 repeats,6C (User grade 6C),Feet follow hands,,
389,DU SPICCI,Riccardo Caprasecca,14 repeats,6C+ (User grade 6C+),Feet follow hands,,
390,VALENTINA NAPPI,Riccardo Caprasecca,91 repeats,7B (User grade 7B),Feet follow hands,,
391,BOGLI FOR PRESIDENT,Riccardo Caprasecca,7 repeats,7A+ (User grade 7A+),Feet follow hands,,
392,JERBEAR 6,Jeremy Walton,1 climber has repeated this problem,TAt+,Feet follow hands,,
393,PUMPY,Riccardo Caprasecca,47 repeats,6C (User grade 6C),Feet follow hands,,
394,SMOKING AREA,Riccardo Caprasecca,24 repeats,6C+ (User grade 6C+),Feet follow hands,,
395,ER PATATA,Riccardo Caprasecca,47 repeats,7A (User grade 7A),Feet follow hands,,
396,TRISTEZZA A PALATE,Riccardo Caprasecca,11 repeats,7B+ (User grade 7B+),Feet follow hands,,
397,BACK IN THE GAME,Emiliyan Kolevski,197 repeats,7C (User grade 7C),Feet follow hands,KkKkKkk,
398,CLIMB1,josh simpson,2 repeats,6B+,Feet follow hands,,
399,THANKS BABE,Martin Heald,5 repeats,6B+,Feet follow hands,KKKKNY,eee
400,GRAB THE D,Martin Heald,3912 repeats,6C (User grade 6C),Feet follow hands,,
401,CHRISTMAS TIME,Martin Heald,5S repeats,6B+ (User grade 6B+),Feet follow hands,,
402,CADENZA,Jonny Summers,156 repeats,7A (User grade 7A),Feet follow hands,,
403,SOUTH DAKOTA,Anthony Ross,2838 repeats,7A+ (User grade 7A+),Feet follow hands,KkKkKkk,
404,GILLE'S BEST,Philipp Lennartz,3 repeats,6C+,Feet follow hands,KkKkhkk,eee
405,DIFFICULT,Anthony Ross,7 repeats,7B,Feet follow hands,KkKkhkk,eee
406,COGUARO,Riccardo Caprasecca,6 repeats,7B (User grade 7B),Feet follow hands,,
407,SALTAPICCHIO,Riccardo Caprasecca,27 repeats,6C+ (User grade 6C+),Feet follow hands,,
408,EASY,Riccardo Caprasecca,395 repeats,6B+ (User grade 6B+),Feet follow hands,,
409,UNDERTAKER,Riccardo Caprasecca,17 repeats,7B (User grade 7B),Feet follow hands,,
410,FIRST STEP,Riccardo Caprasecca,1401 repeats,6B+ (User grade 6B+),Feet follow hands,,
411,SKYSCRAPER,Hoseok Lee,10 repeats,7B (User grade 7B),Feet follow hands,,
412,ADDICT,Hoseok Lee,21 repeats,7C (User grade 7C),Feet follow hands,,
413,CROSS IT THROUGH,RuJtrials,23 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
414,CUMSHOT,viadislav angelov,1 climber has repeated this problem,TAt+,Feet follow hands,,
415,PIMP,Riccardo Caprasecca,167 repeats,6B+ (User grade 6B+),Feet follow hands,,
416,PORELLO,Riccardo Caprasecca,26 repeats,6C+ (User grade 6C+),Feet follow hands,,
417,OLD GOOD STUFF,Maxim Zhernovkov,4repeats,6B+,Feet follow hands,eee,
418,REALE,Riccardo Caprasecca,26 repeats,6C+ (User grade 6C+),Feet follow hands,,
419,NANO,Riccardo Caprasecca,776 repeats,7A+ (User grade 7A+),Feet follow hands,,
420,FIRST BLOOD,Emiliyan Kolevski,5 repeats,6B+,Feet follow hands,KkKkhkk,eee
421,LEFT,press,Be the first to repeat this problem,6B+,Feet follow hands,,
422,OUT DAY,Eliot Stephens,13 repeats,7B+ (User grade 7B+),Feet follow hands,,
423,CLIMB2,josh simpson,17 repeats,6B+ (User grade 6B+),Feet follow hands,,
424,FALLEN ARCHES TOP CRUX,Lawrence Stoker,4repeats,6C+ (User grade 6C+),Feet follow hands,eee,
425,LADYBUG RIGHT VAR,andybfreeman,72 repeats,7A+ (User grade 7A+),Feet follow hands,eee,
426,ADAM'S,Tunay Amishev,8 repeats,6C,Feet follow hands,KkKkhkk,
427,NOT AR.C. SANDBAG,Kyle Knapp,16 repeats,6C (User grade 6C),Feet follow hands,eee,
428,GRUMPU-TURNIER,Roger,15 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
429,KICKER,Roger,95 repeats,7A+ (User grade 7A+),Feet follow hands,,
430,KICKER 2,Roger,8 repeats,7A (User grade 7A),Feet follow hands,,
431,SLIGHTLY SKEWED,Lucas Murray,4676 repeats,6C (User grade 6C),Feet follow hands,,
432,KIRILH,Emiliyan Kolevski,6 repeats,7A (User grade 7A),Feet follow hands,,
433,BOBKATA POWER,Emiliyan Kolevski,662 repeats,6C (User grade 6C),Feet follow hands,,
434,CU PLACERE,Philipp Lennartz,16 repeats,7A (User grade 7A),Feet follow hands,,
435,FULCO,Riccardo Caprasecca,16 repeats,6C+ (User grade 6C+),Feet follow hands,,
436,DUBUCHI,Riccardo Caprasecca,22 repeats,7A+ (User grade 7A+),Feet follow hands,,
437,JRMOPHOBE,Jacob Mulder,18 repeats,6B+ (User grade 6B+),Feet follow hands,,
438,L7,darkside,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
439,7STOCKE,gert Lerchster,2054 repeats,6B+ (User grade 6B+),Feet follow hands,,
440,STRAIGHT UP,Lucas Murray,1 climber has repeated this problem,6B+,Feet follow hands,,
441,TRY IT BACKWARDS FROM H11,Lucas Murray,5 repeats,6B+,Feet follow hands,KKKKNY,eee
442,SWITCHEROOO,Lucas Murray,1159 repeats,6C+ (User grade 6C+),Feet follow hands,,
443,LEU KEE WI,Lucas Murray,996 repeats,6C (User grade 6C),Feet follow hands,,
444,UCHIDA,Lucas Murray,6 repeats,6B+ (User grade 6B+),Feet follow hands,,
445,FOOTWORK,peter flaska,5 repeats,6B+ (User grade 6B+),Feet follow hands,,
446,CHEAP,peter flaska,15 repeats,6B+ (User grade 6B+),Feet follow hands,,
447,WORM ANOTH,-AA-,14 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
448,BLONDE 2.0,Davide Visconti,7 repeats,7A,Feet follow hands,eee,
449,ROCK,press,Be the first to repeat this problem,6B+,Feet follow hands,,
450,DEAD2,press,2 repeats,6B+ (User grade 6B+),Feet follow hands,,
451,EASY GOING,Christian Klaassen,41 repeats,6B+ (User grade 6B+),Feet follow hands,,
452,HOOK IT,Christian Klaassen,3942 repeats,6C (User grade 6C),Feet follow hands,,
453,OZZIE THE SMITH,Shiro Hosojima,2 repeats,7A,Feet follow hands,KkKkhkk,eee
454,BARRY VERY LARKIN,Shiro Hosojima,1 climber has repeated this problem,6C+ (User grade 6C+),Feet follow hands,,
455,JLOOP,cezara ruda,1594 repeats,7A+ (User grade 7A+),Feet follow hands,,
456,THE GOLDEN BOUGH,Gil Martin,614 repeats,7C (User grade 7C),Feet follow hands,KKKKKk,
457,JELLY BELLY,Kyle Knapp,2783 repeats,6C+ (User grade 6C+),Feet follow hands,,
458,EMBRACE THE SUCK,Phil Wilkes,20 repeats,6B+ (User grade 6B+),Feet follow hands,,
459,RAKIJA,Jonny Summers,3 repeats,7A+ (User grade 7A+),Feet follow hands,,
460,DROP DEAD TENRYU,Shiro Hosojima,14044 repeats,6C (User grade 6C),Feet follow hands,KKKKNY,
461,KIDSPROBLEM,Tony splatt,42 repeats,6C (User grade 6C),Feet follow hands,,
462,MAYBE BAYBE,Felix Lindgren,12 repeats,6B+ (User grade 6B+),Feet follow hands,,
463,TIME TO PLAY,Michael Schiebler,4repeats,6C+ (User grade 6C+),Feet follow hands,,
464,TP1,Holly-potter,17 repeats,6B+ (User grade 6B+),Feet follow hands,,
465,BAMBOLEO,Philipp Lennartz,387 repeats,7A (User grade 7A),Feet follow hands,,
466,METRO,Jonny Summers,68 repeats,6B+ (User grade 6B+),Feet follow hands,,
467,IMPROVVISAZIONE,Jean-Pierre Bovo,9323 repeats,7A (User grade 7A),Feet follow hands,KKKKNY,
468,BOO,Stefano Ghisolfi,185 repeats,7C+ (User grade 7C+),Feet follow hands,,
469,BARBASIMONE,Riccardo Caprasecca,762 repeats,6B+ (User grade 6B+),Feet follow hands,,
470,FROM VALCHIUSELLAWITHLOVE,Riccardo Caprasecca,2 repeats,TAt+,Feet follow hands,KKKKK,eee
471,GREG,Riccardo Caprasecca,2 repeats,7B+ (User grade 7B+),Feet follow hands,,
472,A JUMP TO FAR,lain Brown,1498 repeats,7A+ (User grade 7A+),Feet follow hands,KKKKNY,
473,COMP 1,mattw,271 repeats,6B+ (User grade 6B+),Feet follow hands,,
474,COMP 4,mattw,24 repeats,6B+ (User grade 6B+),Feet follow hands,,
475,COMP 3,mattw,20 repeats,6B+ (User grade 6B+),Feet follow hands,,
476,COMP 2,mattw,34 repeats,6B+ (User grade 6B+),Feet follow hands,,
477,COMP 6,mattw,17 repeats,6B+ (User grade 6B+),Feet follow hands,,
478,QUINTONE,Riccardo Caprasecca,768 repeats,6B+ (User grade 6B+),Feet follow hands,,
479,ATRAZIONE,Riccardo Caprasecca,43 repeats,7B+ (User grade 7B+),Feet follow hands,,
480,ONEFISH,Bryant Noble,203 repeats,6B+ (User grade 6B+),Feet follow hands,,
481,TWOFISH,Bryant Noble,1704 repeats,6B+ (User grade 6B+),Feet follow hands,,
482,CHIRPING BIRDS,Lucas Murray,852 repeats,7A (User grade 7A),Feet follow hands,,
483,START WITH J2 AND F7,Lucas Murray,153 repeats,7A (User grade 7A),Feet follow hands,,
484,EXCUSE THE BOOGE,Chad Jensen,42 repeats,6B+ (User grade 6B+),Feet follow hands,,
485,173CM,Donggyu Lee,90 repeats,7A+ (User grade 7A+),Feet follow hands,,
486,THUS SPOKE ZARATHUSTRA,tony montana,5 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
487,WHEN NIETZSCHE WEPT,tony montana,258 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
488,MUCUS,Joe Watters,10 repeats,7B (User grade 7B),Feet follow hands,,
489,SPUTUM (7B+/C),Joe Watters,12 repeats,7C (User grade 7C),Feet follow hands,,
490,ETERNAL RETURN,tony montana,18 repeats,6B+ (User grade 6B+),Feet follow hands,,
491,LEU BEN KEE,Lucas Murray,24 repeats,6B+ (User grade 6B+),Feet follow hands,,
492,DONGDONG,Donggyu Lee,52 repeats,7B+ (User grade 7B+),Feet follow hands,,
493,GYU,Donggyu Lee,22 repeats,7B+ (User grade 7B+),Feet follow hands,,
494,CAMPUS,Lucas Murray,232 repeats,6C (User grade 6C),Feet follow hands,,
495,JENS A WATCHING,Bhetrick,2265 repeats,6C (User grade 6C),Feet follow hands,KKKKNY,
496,DAILY DILLY,Bhetrick,15 repeats,6B+ (User grade 6B+),Feet follow hands,,
497,ROSE,Bhetrick,4repeats,6C+,Feet follow hands,eee,
498,LEAP CREEP,Braxton Stratton,6550 repeats,6C+ (User grade 6C+),Feet follow hands,,
499,PIMPA,Riccardo Caprasecca,86 repeats,7A (User grade 7A),Feet follow hands,,
500,YELLOW HOLDS,Elliot Shiel,55 repeats,6C+ (User grade 6C+),Feet follow hands,,
501,SPANINGEN,Tony splatt,Be the first to repeat this problem,6B+,Feet follow hands,,
502,FELLAS,Riccardo Caprasecca,343 repeats,6B+ (User grade 6B+),Feet follow hands,,
503,G.WELCOMES,Riccardo Caprasecca,2 repeats,7A,Feet follow hands,KkKkhkk,
504,PORELLAGGINE,Riccardo Caprasecca,1893 repeats,6C+ (User grade 6C+),Feet follow hands,,
505,BUIONE,Riccardo Caprasecca,66 repeats,7A (User grade 7A),Feet follow hands,,
506,HAZEL,avojslavek,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
507,MINUS 2,Roger,7 repeats,7B (User grade 7B),Feet follow hands,,
508,PEYRONIE'S,Joe Watters,3 repeats,TAt+,Feet follow hands,KkKkhkk,eee
509,GTFO,Rutrials,10 repeats,6C (User grade 6C),Feet follow hands,,
510,OUTIE 5000,RuJtrials,165 repeats,6B+ (User grade 6B+),Feet follow hands,,
511,YELLOW GOLD,RuJtrials,22 repeats,6C (User grade 6C),Feet follow hands,,
512,UP SHE RISES,getreal,Be the first to repeat this problem,TAt+,Feet follow hands,,
513,MAFFEI,Riccardo Caprasecca,3192 repeats,6C (User grade 6C),Feet follow hands,,
514,LEOCREMAFLANDERS,Riccardo Caprasecca,420 repeats,7C (User grade 7C),Feet follow hands,KKKKKk,
515,ROSE FIX,Bhetrick,5S repeats,6c,Feet follow hands,eee,
516,BRONZEBACK,Bryant Noble,355 repeats,6B+ (User grade 6B+),Feet follow hands,,
517,MARKY MARK LANGSTON,Shiro Hosojima,368 repeats,7A (User grade 7A),Feet follow hands,eee,
518,TIA,Joe Watters,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
519,DIABETES,Joe Watters,399 repeats,6C (User grade 6C),Feet follow hands,,
520,THEY STRETCH FOR MILES...,Kyle Knapp,7 repeats,7A,Feet follow hands,KKKKK,eee
521,UNDER THE WALNUT TREE,Maarten Blomme,2616 repeats,6C (User grade 6C),Feet follow hands,KKKKY,eee
522,ELEPHANT,Yohei Ukai,3 repeats,7A,Feet follow hands,eee,
523,FISH SAUCE,Bryant Noble,888 repeats,6B+ (User grade 6B+),Feet follow hands,,
524,ARCTIC CHAR,Bryant Noble,44 repeats,7A (User grade 7A),Feet follow hands,,
525,HENRY,avojslavek,10 repeats,6C+ (User grade 6B+),Feet follow hands,,
526,BIG HOLDZ,-AA-,2 repeats,6B+,Feet follow hands,eee,
527,DRAGO NERO,iuri reusa,4repeats,7A,Feet follow hands,eee,
528,GIROTONDO CON IL LUPO,iurireusa,2 repeats,7B,Feet follow hands,KKKKY,eee
529,GIROTONDO DEL LUPO,iuri reusa,2 repeats,7B,Feet follow hands,KKKKNY,eee
530,CHERRY,Aj.Renshaw,5S repeats,6c,Feet follow hands,eee,
531,GOTCHA,Mike Holmes,5S repeats,6B+ (User grade 6B+),Feet follow hands,,
532,123 UP,Aj.Renshaw,Be the first to repeat this problem,6c,Feet follow hands,,
533,HAMMERHIPS,Getcha11style,2 repeats,7c,Feet follow hands,eee,
534,LIGHTEN,Pake,Be the first to repeat this problem,6c,Feet follow hands,,
535,TWINKLE,tcabristol,Be the first to repeat this problem,6c,Feet follow hands,,
536,JPB,Jean-pierre Basmaji,13 repeats,6C+ (User grade 6C+),Feet follow hands,,
537,BUNCHED,Alex Smurthwaite,44 repeats,6C (User grade 6C),Feet follow hands,,
538,MEZZIF,Riccardo Caprasecca,170 repeats,7C (User grade 7C),Feet follow hands,KKKKKk,
539,MADDUX,avojslavek,15 repeats,6B+ (User grade 6B+),Feet follow hands,,
540,THE DRAGON REBORN,avojslavek,17 repeats,6C (User grade 6C),Feet follow hands,eee,
541,TCA COMP 1,Ben Moon,1487 repeats,6B+ (User grade 6B+),Feet follow hands,,
542,ACG13 VAR,Ben Moon,1913 repeats,7A+ (User grade 7A+),Feet follow hands,,
543,WILLS VAR,Ben Moon,2857 repeats,7A+ (User grade 7A+),Feet follow hands,,
544,BESTIA,Riccardo Caprasecca,148 repeats,6C (User grade 6C),Feet follow hands,,
545,OVERHEAD,Riccardo Caprasecca,1044 repeats,7A+ (User grade 7A+),Feet follow hands,,
546,MADDEKE,Riccardo Caprasecca,33 repeats,7B (User grade 7B),Feet follow hands,,
547,MUSIC IS MATH,Brett Duffield,27 repeats,6B+ (User grade 6B+),Feet follow hands,,
548,PAPER CUT,Brett Duffield,24 repeats,6B+ (User grade 6B+),Feet follow hands,,
549,AUGMENTIN (FIXED),Joe Watters,2 repeats,7A,Feet follow hands,KKKKNY,eee
550,LEOBOB,Leo Costanza,455 repeats,7B+ (User grade 7B+),Feet follow hands,,
551,ORANGUTAN,Kyle Knapp,78 repeats,6C (User grade 6C),Feet follow hands,,
552,ONE SUMMER,Kyle Knapp,1 climber has repeated this problem,6C+,Feet follow hands,,
553,ONE SUMMER(ORIG VER.),Kyle Knapp,12 repeats,7A (User grade 7A),Feet follow hands,eee,
554,L8,darkside,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
555,EASY PEASY,Kyle Knapp,790 repeats,6B+ (User grade 6B+),Feet follow hands,,
556,HALF MOON,Kyle Knapp,128 repeats,6C (User grade 6C),Feet follow hands,,
557,JUNGLE GYM,Kyle Knapp,47 repeats,6C (User grade 6C),Feet follow hands,,
558,LAST CALL,Kyle Knapp,261 repeats,6C (User grade 6C),Feet follow hands,,
559,HOT WEATHER,Jean-pierre Basmaji,765 repeats,6C+ (User grade 6C+),Feet follow hands,,
560,JPB HOT WEATHER,Jean-pierre Basmaji,1650 repeats,6C+ (User grade 6C+),Feet follow hands,,
561,HALF MOON VAR,Jonny Summers,2023 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKNY,
562,TINTO,Riccardo Caprasecca,25 repeats,6C+ (User grade 6C+),Feet follow hands,,
563,PYRO,Riccardo Caprasecca,1247 repeats,7A (User grade 7A),Feet follow hands,,
